"","ds","ctv_S","ooh_S","facebook_S","search_S","newsletter","type","solID"
"303",2021-09-11,48869.2666666667,150164.8,621.7668199308,5586.6666666667,NA,"rawSpend","1_98_11"
"304",2021-09-18,0,0,0,6440,NA,"rawSpend","1_98_11"
"305",2021-09-25,83663.84,144563.733333333,2529.0007271599,7640,NA,"rawSpend","1_98_11"
"306",2021-10-02,111304.453333333,58363.2,0,7346.6666666667,NA,"rawSpend","1_98_11"
"307",2021-10-09,44637.7866666667,327236.266666667,5348.5724143662,8013.3333333333,NA,"rawSpend","1_98_11"
"308",2021-10-16,0,0,4190.3740617362,7586.6666666667,NA,"rawSpend","1_98_11"
"309",2021-10-23,44360.5066666667,46091.2,4731.8797049173,7920,NA,"rawSpend","1_98_11"
"310",2021-10-30,4645.2266666667,0,5273.3853480983,8466.6666666667,NA,"rawSpend","1_98_11"
"311",2021-11-06,21149.0133333333,318524.266666667,3552.8149568224,9826.6666666667,NA,"rawSpend","1_98_11"
"312",2021-11-13,0,0,7600.1018467675,0,NA,"rawSpend","1_98_11"
"313",2021-11-20,55227.3333333333,105305.066666667,3279.964155253,0,NA,"rawSpend","1_98_11"
"314",2021-11-27,0,0,2463.7932413318,15013.3333333333,NA,"rawSpend","1_98_11"
"315",2021-12-04,28923.5466666667,87842.1333333333,1656.4678646185,12733.3333333333,NA,"rawSpend","1_98_11"
"316",2021-12-11,0,0,3030.3612399354,11120,NA,"rawSpend","1_98_11"
"317",2021-12-18,63749.0533333333,91841.6,1011.8776916675,11666.6666666667,NA,"rawSpend","1_98_11"
"318",2021-12-25,90415.72,0,7226.548006215,10080,NA,"rawSpend","1_98_11"
"319",2022-01-01,0,0,4281.2109246028,10653.3333333333,NA,"rawSpend","1_98_11"
"320",2022-01-08,0,3947.2,5472.9769568938,10840,NA,"rawSpend","1_98_11"
"321",2022-01-15,39089.24,0,0,10080,NA,"rawSpend","1_98_11"
"322",2022-01-22,0,56811.2,0,9226.6666666667,NA,"rawSpend","1_98_11"
"323",2022-01-29,25169.2,0,0,8960,NA,"rawSpend","1_98_11"
"324",2022-02-05,0,0,472.9803479196,10613.3333333333,NA,"rawSpend","1_98_11"
"325",2022-02-12,9165.2133333333,54185.6,0,0,NA,"rawSpend","1_98_11"
"326",2022-02-19,0,0,0,0,NA,"rawSpend","1_98_11"
"327",2022-02-26,12356.1066666667,56171.2,0,7413.3333333333,NA,"rawSpend","1_98_11"
"328",2022-03-05,0,0,0,7360,NA,"rawSpend","1_98_11"
"329",2022-03-12,53120.2533333333,90604.2666666667,0,7080,NA,"rawSpend","1_98_11"
"330",2022-03-19,0,0,0,5960,NA,"rawSpend","1_98_11"
"331",2022-03-26,19743.84,81915.2,0,6333.3333333333,NA,"rawSpend","1_98_11"
"332",2022-04-02,0,0,0,5520,NA,"rawSpend","1_98_11"
"333",2022-04-09,0,11257.6,0,5973.3333333333,NA,"rawSpend","1_98_11"
"334",2022-04-16,0,0,2113.2604783846,4973.3333333333,NA,"rawSpend","1_98_11"
"335",2022-04-23,0,158353.6,0,3693.3333333333,NA,"rawSpend","1_98_11"
"336",2022-04-30,0,0,12800.5972991227,3173.3333333333,NA,"rawSpend","1_98_11"
"337",2022-05-07,0,59674.1333333333,0,4720,NA,"rawSpend","1_98_11"
"338",2022-05-14,0,0,13040.4474426468,0,NA,"rawSpend","1_98_11"
"339",2022-05-21,947.1066666667,26288.5333333333,0,0,NA,"rawSpend","1_98_11"
"340",2022-05-28,0,0,1009.042583588,4640,NA,"rawSpend","1_98_11"
"341",2022-06-04,0,0,0,4720,NA,"rawSpend","1_98_11"
"342",2022-06-11,8314.68,0,0,4533.3333333333,NA,"rawSpend","1_98_11"
"343",2022-06-18,0,17462.9333333333,0,5413.3333333333,NA,"rawSpend","1_98_11"
"344",2022-06-25,0,0,3756.9427385451,5160,NA,"rawSpend","1_98_11"
"345",2022-07-02,14621.9466666667,168101.333333333,0,3933.3333333333,NA,"rawSpend","1_98_11"
"346",2022-07-09,0,0,8079.8021338158,5186.6666666667,NA,"rawSpend","1_98_11"
"347",2022-07-16,8855.7866666667,59517.8666666667,0,5146.6666666667,NA,"rawSpend","1_98_11"
"348",2022-07-23,9728.8933333333,0,0,6920,NA,"rawSpend","1_98_11"
"349",2022-07-30,0,0,0,7746.6666666667,NA,"rawSpend","1_98_11"
"350",2022-08-06,13041.4933333333,92574.4,0,8773.3333333333,NA,"rawSpend","1_98_11"
"351",2022-08-13,0,0,4450.7503877559,0,NA,"rawSpend","1_98_11"
"352",2022-08-20,61563.12,106432,0,0,NA,"rawSpend","1_98_11"
"353",2022-08-27,0,0,4508.4731882541,8586.6666666667,NA,"rawSpend","1_98_11"
"354",2022-09-03,11661.4133333333,68213.3333333333,0,9733.3333333333,NA,"rawSpend","1_98_11"
"355",2022-09-10,0,0,0,10506.6666666667,NA,"rawSpend","1_98_11"
"356",2022-09-17,0,46120.5333333333,3402.8944415794,9360,NA,"rawSpend","1_98_11"
"357",2022-09-24,887.9333333333,29320,0,10893.3333333333,NA,"rawSpend","1_98_11"
"358",2022-10-01,156703.44,26227.2,916.8448688433,12346.6666666667,NA,"rawSpend","1_98_11"
"359",2022-10-08,0,0,2015.8461647736,11493.3333333333,NA,"rawSpend","1_98_11"
"360",2022-10-15,44489.52,63107.2,2442.5866328973,12760,NA,"rawSpend","1_98_11"
"361",2022-10-22,0,0,0,13493.3333333333,NA,"rawSpend","1_98_11"
"362",2022-10-29,25289.9733333333,0,7931.8094920669,13800,NA,"rawSpend","1_98_11"
"363",2022-11-05,0,145392,0,14053.3333333333,NA,"rawSpend","1_98_11"
"364",2022-11-12,57350.92,0,8728.4748624013,0,NA,"rawSpend","1_98_11"
"365",2022-11-19,0,47053.3333333333,0,0,NA,"rawSpend","1_98_11"
"366",2022-11-26,53525.2,0,7003.5951068445,16000,NA,"rawSpend","1_98_11"
"367",2022-12-03,0,53558.9333333333,0,13986.6666666667,NA,"rawSpend","1_98_11"
"368",2022-12-10,0,0,0,15773.3333333333,NA,"rawSpend","1_98_11"
"369",2022-12-17,0,15363.7333333333,0,15546.6666666667,NA,"rawSpend","1_98_11"
"370",2022-12-24,158046.573333333,0,9068.007406,17146.6666666667,NA,"rawSpend","1_98_11"
"371",2022-12-31,51379.9066666667,0,0,14493.3333333333,NA,"rawSpend","1_98_11"
"372",2023-01-07,0,329.6,1475.8147777939,17026.6666666667,NA,"rawSpend","1_98_11"
"373",2023-01-14,11583.9733333333,0,0,16293.3333333333,NA,"rawSpend","1_98_11"
"374",2023-01-21,0,27275.2,2861.5022027215,13813.3333333333,NA,"rawSpend","1_98_11"
"375",2023-01-28,31676.4,0,0,15200,NA,"rawSpend","1_98_11"
"376",2023-02-04,0,0,0,13920,NA,"rawSpend","1_98_11"
"377",2023-02-11,12722.84,0,2110.311965982,0,NA,"rawSpend","1_98_11"
"378",2023-02-18,0,0,0,0,NA,"rawSpend","1_98_11"
"379",2023-02-25,18120.96,30883.2,0,12186.6666666667,NA,"rawSpend","1_98_11"
"380",2023-03-04,0,0,0,9946.6666666667,NA,"rawSpend","1_98_11"
"381",2023-03-11,5490.32,0,0,9040,NA,"rawSpend","1_98_11"
"382",2023-03-18,0,0,6120.7424508939,7160,NA,"rawSpend","1_98_11"
"383",2023-03-25,3483.3866666667,5765.3333333333,0,7973.3333333333,NA,"rawSpend","1_98_11"
"384",2023-04-01,0,0,3308.6554490174,7880,NA,"rawSpend","1_98_11"
"385",2023-04-08,47889.8133333333,2057.0666666667,0,7453.3333333333,NA,"rawSpend","1_98_11"
"386",2023-04-15,0,0,0,6400,NA,"rawSpend","1_98_11"
"387",2023-04-22,4878.4,0,1596.9305949494,6266.6666666667,NA,"rawSpend","1_98_11"
"388",2023-04-29,0,0,2513.1241219148,5626.6666666667,NA,"rawSpend","1_98_11"
"389",2023-05-06,3695.8933333333,0,0,7280,NA,"rawSpend","1_98_11"
"390",2023-05-13,0,0,6455.0583956264,0,NA,"rawSpend","1_98_11"
"391",2023-05-20,29240.3866666667,5769.0666666667,0,0,NA,"rawSpend","1_98_11"
"392",2023-05-27,0,3667.7333333333,0,5213.3333333333,NA,"rawSpend","1_98_11"
"393",2023-06-03,0,0,0,6200,NA,"rawSpend","1_98_11"
"394",2023-06-10,0,0,49.5286051682,4146.6666666667,NA,"rawSpend","1_98_11"
"395",2023-06-17,0,0,0,4813.3333333333,NA,"rawSpend","1_98_11"
"396",2023-06-24,6160.48,0,0,4933.3333333333,NA,"rawSpend","1_98_11"
"397",2023-07-01,0,0,0,6386.6666666667,NA,"rawSpend","1_98_11"
"398",2023-07-08,5270.36,0,0,6133.3333333333,NA,"rawSpend","1_98_11"
"399",2023-07-15,0,66465.0666666667,0,7720,NA,"rawSpend","1_98_11"
"400",2023-07-22,12049.5066666667,0,2860.1413508433,8520,NA,"rawSpend","1_98_11"
"401",2023-07-29,0,38432.5333333333,0,9520,NA,"rawSpend","1_98_11"
"402",2023-08-05,13009.9733333333,0,15400.3914080076,10813.3333333333,NA,"rawSpend","1_98_11"
"403",2023-08-12,0,33946.6666666667,0,0,NA,"rawSpend","1_98_11"
"404",2023-08-19,0,0,9744.9178110571,0,NA,"rawSpend","1_98_11"
"405",2023-08-26,0,38522.1333333333,0,12986.6666666667,NA,"rawSpend","1_98_11"
"406",2023-09-02,226.4133333333,0,4037.9586513833,12800,NA,"rawSpend","1_98_11"
"407",2023-09-09,49267.8,4244.8,0,13760,NA,"rawSpend","1_98_11"
"408",2023-09-16,0,11461.8666666667,1330.8840527708,16093.3333333333,NA,"rawSpend","1_98_11"
"409",2023-09-23,27816.9466666667,0,0,15426.6666666667,NA,"rawSpend","1_98_11"
"410",2023-09-30,0,31455.4666666667,0,14680,NA,"rawSpend","1_98_11"
"411",2023-10-07,19263.9466666667,0,13859.7936776171,15346.6666666667,NA,"rawSpend","1_98_11"
"412",2023-10-14,0,32230.9333333333,0,14946.6666666667,NA,"rawSpend","1_98_11"
"413",2023-10-21,20655.68,0,4454.1525174512,13826.6666666667,NA,"rawSpend","1_98_11"
"414",2023-10-28,2931,7516.8,0,15293.3333333333,NA,"rawSpend","1_98_11"
"415",2023-11-04,2993.7333333333,0,0,17880,NA,"rawSpend","1_98_11"
"416",2023-11-11,0,0,12206.3586456633,0,NA,"rawSpend","1_98_11"
"417",2020-01-04,687.0533333333,226753.6,3623.0122328703,3706.6666666667,28817,"predictedExposure","1_98_11"
"418",2020-01-11,2952.2266666667,0,4129.8161531585,4266.6666666667,19082,"predictedExposure","1_98_11"
"419",2020-01-18,0,0,3623.0122328703,3053.3333333333,19679,"predictedExposure","1_98_11"
"420",2020-01-25,0,0,3002.6905850797,3053.3333333333,15095,"predictedExposure","1_98_11"
"421",2020-02-01,16511.8266666667,42477.3333333333,0,2746.6666666667,9795,"predictedExposure","1_98_11"
"422",2020-02-08,0,0,3564.3821977866,2693.3333333333,10876,"predictedExposure","1_98_11"
"423",2020-02-15,66276.44,0,1448.5977402309,0,19401.6538461538,"predictedExposure","1_98_11"
"424",2020-02-22,0,0,0,0,19401.6538461538,"predictedExposure","1_98_11"
"425",2020-02-29,41556.2933333333,0,2415.5964039806,2293.3333333333,583,"predictedExposure","1_98_11"
"426",2020-03-07,0,0,0,2826.6666666667,8224,"predictedExposure","1_98_11"
"427",2020-03-14,19772.44,43994.1333333333,0,2373.3333333333,5311,"predictedExposure","1_98_11"
"428",2020-03-21,0,0,0,2293.3333333333,7428,"predictedExposure","1_98_11"
"429",2020-03-28,0,66088.5333333333,6471.0484051946,2533.3333333333,10025,"predictedExposure","1_98_11"
"430",2020-04-04,0,0,20.8373114038,1906.6666666667,9460,"predictedExposure","1_98_11"
"431",2020-04-11,0,66413.8666666667,0,1866.6666666667,2964,"predictedExposure","1_98_11"
"432",2020-04-18,11126.7333333333,0,2348.6878533048,1786.6666666667,11663,"predictedExposure","1_98_11"
"433",2020-04-25,0,0,0,1800,6317,"predictedExposure","1_98_11"
"434",2020-05-02,0,0,0,1266.6666666667,5408,"predictedExposure","1_98_11"
"435",2020-05-09,0,49957.8666666667,0,1426.6666666667,1900,"predictedExposure","1_98_11"
"436",2020-05-16,0,0,3673.9307739778,0,19401.6538461538,"predictedExposure","1_98_11"
"437",2020-05-23,0,124442.666666667,0,0,19401.6538461538,"predictedExposure","1_98_11"
"438",2020-05-30,0,0,0,1346.6666666667,9003,"predictedExposure","1_98_11"
"439",2020-06-06,0,0,0,1200,4305,"predictedExposure","1_98_11"
"440",2020-06-13,0,0,0,1520,7217,"predictedExposure","1_98_11"
"441",2020-06-20,20472.3866666667,123908.266666667,2553.155847997,1626.6666666667,1983,"predictedExposure","1_98_11"
"442",2020-06-27,0,0,0,1506.6666666667,3437,"predictedExposure","1_98_11"
"443",2020-07-04,10121.0133333333,0,0,1746.6666666667,4147,"predictedExposure","1_98_11"
"444",2020-07-11,0,0,0,1906.6666666667,8479,"predictedExposure","1_98_11"
"445",2020-07-18,1900.4133333333,319643.2,3552.8149568224,1426.6666666667,6348,"predictedExposure","1_98_11"
"446",2020-07-25,0,0,0,1946.6666666667,13762,"predictedExposure","1_98_11"
"447",2020-08-01,28180.2533333333,164217.066666667,5102.0314157744,2280,11841,"predictedExposure","1_98_11"
"448",2020-08-08,0,0,0,2533.3333333333,17162,"predictedExposure","1_98_11"
"449",2020-08-15,28630.68,0,1011.8776916675,0,19401.6538461538,"predictedExposure","1_98_11"
"450",2020-08-22,0,0,641.8393851335,0,19401.6538461538,"predictedExposure","1_98_11"
"451",2020-08-29,23991.16,159645.866666667,0,3080,2453,"predictedExposure","1_98_11"
"452",2020-09-05,21261.84,87810.1333333333,62.7969109802,3173.3333333333,3186,"predictedExposure","1_98_11"
"453",2020-09-12,0,160115.733333333,0,3333.3333333333,11247,"predictedExposure","1_98_11"
"454",2020-09-19,0,32694.4,4537.6180993112,3400,15280,"predictedExposure","1_98_11"
"455",2020-09-26,0,162375.466666667,0,2973.3333333333,2886,"predictedExposure","1_98_11"
"456",2020-10-03,144536.64,121869.866666667,3147.1676928101,3373.3333333333,14067,"predictedExposure","1_98_11"
"457",2020-10-10,0,0,3614.1666956623,3986.6666666667,24098,"predictedExposure","1_98_11"
"458",2020-10-17,81389.3466666667,29795.7333333333,5324.417293529,3720,26550,"predictedExposure","1_98_11"
"459",2020-10-24,0,158912.533333333,5865.92293671,4080,17728,"predictedExposure","1_98_11"
"460",2020-10-31,93994.7866666667,0,6407.4285798911,4893.3333333333,13989,"predictedExposure","1_98_11"
"461",2020-11-07,0,142602.133333333,6954.9446522006,4160,29426,"predictedExposure","1_98_11"
"462",2020-11-14,52324.3866666667,0,5332.015383182,0,19401.6538461538,"predictedExposure","1_98_11"
"463",2020-11-21,6957.0533333333,145018.133333333,6682.0938506313,0,19401.6538461538,"predictedExposure","1_98_11"
"464",2020-11-28,0,0,4731.8797049173,9533.3333333333,27941,"predictedExposure","1_98_11"
"465",2020-12-05,14254.4,239080.533333333,1656.4678646185,8400,51273,"predictedExposure","1_98_11"
"466",2020-12-12,0,0,3030.3612399354,7346.6666666667,19606,"predictedExposure","1_98_11"
"467",2020-12-19,0,334920,1011.8776916675,6893.3333333333,4453,"predictedExposure","1_98_11"
"468",2020-12-26,107721.013333333,0,7226.548006215,7733.3333333333,559,"predictedExposure","1_98_11"
"469",2021-01-02,41054.3466666667,453696,4281.2109246028,7373.3333333333,46507,"predictedExposure","1_98_11"
"470",2021-01-09,0,0,5472.9769568938,7080,21771,"predictedExposure","1_98_11"
"471",2021-01-16,5913.2933333333,0,5987.7191798046,6706.6666666667,35351,"predictedExposure","1_98_11"
"472",2021-01-23,0,0,6502.4614027153,7000,13998,"predictedExposure","1_98_11"
"473",2021-01-30,40244.96,0,4280.6439029869,7226.6666666667,27415,"predictedExposure","1_98_11"
"474",2021-02-06,0,0,0,5586.6666666667,4085,"predictedExposure","1_98_11"
"475",2021-02-13,0,127723.733333333,8260.4552206404,0,19401.6538461538,"predictedExposure","1_98_11"
"476",2021-02-20,0,0,0,0,19401.6538461538,"predictedExposure","1_98_11"
"477",2021-02-27,0,0,13900.6192339616,4506.6666666667,26556,"predictedExposure","1_98_11"
"478",2021-03-06,0,0,0,4666.6666666667,12272,"predictedExposure","1_98_11"
"479",2021-03-13,10360.88,0,0,4213.3333333333,25992,"predictedExposure","1_98_11"
"480",2021-03-20,0,0,0,3773.3333333333,22696,"predictedExposure","1_98_11"
"481",2021-03-27,0,24476.2666666667,2615.8684387152,4800,26404,"predictedExposure","1_98_11"
"482",2021-04-03,0,0,0,4560,1245,"predictedExposure","1_98_11"
"483",2021-04-10,0,500361.6,0,3666.6666666667,1126,"predictedExposure","1_98_11"
"484",2021-04-17,7469.0533333333,0,0,3546.6666666667,11966,"predictedExposure","1_98_11"
"485",2021-04-24,0,296154.666666667,0,3266.6666666667,17897,"predictedExposure","1_98_11"
"486",2021-05-01,36622.92,0,0,2600,6052,"predictedExposure","1_98_11"
"487",2021-05-08,0,306346.133333333,0,2680,9055,"predictedExposure","1_98_11"
"488",2021-05-15,0,0,0,0,19401.6538461538,"predictedExposure","1_98_11"
"489",2021-05-22,0,41006.4,3978.5347860374,0,19401.6538461538,"predictedExposure","1_98_11"
"490",2021-05-29,0,0,0,2173.3333333333,5778,"predictedExposure","1_98_11"
"491",2021-06-05,9125.4666666667,42486.9333333333,3092.053191745,2680,1988,"predictedExposure","1_98_11"
"492",2021-06-12,0,0,0,2226.6666666667,4794,"predictedExposure","1_98_11"
"493",2021-06-19,36259.68,0,31.2705091363,3173.3333333333,5180,"predictedExposure","1_98_11"
"494",2021-06-26,0,158632,0,2666.6666666667,1048,"predictedExposure","1_98_11"
"495",2021-07-03,4560.76,0,6650.1138314947,3786.6666666667,10977,"predictedExposure","1_98_11"
"496",2021-07-10,0,0,0,3720,6813,"predictedExposure","1_98_11"
"497",2021-07-17,9863.8,108181.333333333,0,3853.3333333333,2361,"predictedExposure","1_98_11"
"498",2021-07-24,0,0,0,3866.6666666667,15114,"predictedExposure","1_98_11"
"499",2021-07-31,11384.92,205440,0,4533.3333333333,10044,"predictedExposure","1_98_11"
"500",2021-08-07,0,104866.133333333,0,5360,8930,"predictedExposure","1_98_11"
"501",2021-08-14,34047.0533333333,0,0,0,19401.6538461538,"predictedExposure","1_98_11"
"502",2021-08-21,0,0,1342.6781023815,0,19401.6538461538,"predictedExposure","1_98_11"
"503",2021-08-28,117889.12,0,898.926985781,7000,33712,"predictedExposure","1_98_11"
"504",2021-09-04,0,0,0,6493.3333333333,20000,"predictedExposure","1_98_11"
"505",2021-09-11,48869.2666666667,150164.8,621.7668199308,5586.6666666667,2265,"predictedExposure","1_98_11"
"506",2021-09-18,0,0,0,6440,15924,"predictedExposure","1_98_11"
"507",2021-09-25,83663.84,144563.733333333,2529.0007271599,7640,24336,"predictedExposure","1_98_11"
"508",2021-10-02,111304.453333333,58363.2,0,7346.6666666667,29510,"predictedExposure","1_98_11"
"509",2021-10-09,44637.7866666667,327236.266666667,5348.5724143662,8013.3333333333,15458,"predictedExposure","1_98_11"
"510",2021-10-16,0,0,4190.3740617362,7586.6666666667,43966,"predictedExposure","1_98_11"
"511",2021-10-23,44360.5066666667,46091.2,4731.8797049173,7920,35016,"predictedExposure","1_98_11"
"512",2021-10-30,4645.2266666667,0,5273.3853480983,8466.6666666667,4749,"predictedExposure","1_98_11"
"513",2021-11-06,21149.0133333333,318524.266666667,3552.8149568224,9826.6666666667,25943,"predictedExposure","1_98_11"
"514",2021-11-13,0,0,7600.1018467675,0,19401.6538461538,"predictedExposure","1_98_11"
"515",2021-11-20,55227.3333333333,105305.066666667,3279.964155253,0,19401.6538461538,"predictedExposure","1_98_11"
"516",2021-11-27,0,0,2463.7932413318,15013.3333333333,41469,"predictedExposure","1_98_11"
"517",2021-12-04,28923.5466666667,87842.1333333333,1656.4678646185,12733.3333333333,16136,"predictedExposure","1_98_11"
"518",2021-12-11,0,0,3030.3612399354,11120,37784,"predictedExposure","1_98_11"
"519",2021-12-18,63749.0533333333,91841.6,1011.8776916675,11666.6666666667,43251,"predictedExposure","1_98_11"
"520",2021-12-25,90415.72,0,7226.548006215,10080,57523,"predictedExposure","1_98_11"
"521",2022-01-01,0,0,4281.2109246028,10653.3333333333,77617,"predictedExposure","1_98_11"
"522",2022-01-08,0,3947.2,5472.9769568938,10840,74527,"predictedExposure","1_98_11"
"523",2022-01-15,39089.24,0,0,10080,10394,"predictedExposure","1_98_11"
"524",2022-01-22,0,56811.2,0,9226.6666666667,9740,"predictedExposure","1_98_11"
"525",2022-01-29,25169.2,0,0,8960,13533,"predictedExposure","1_98_11"
"526",2022-02-05,0,0,472.9803479196,10613.3333333333,56102,"predictedExposure","1_98_11"
"527",2022-02-12,9165.2133333333,54185.6,0,0,19401.6538461538,"predictedExposure","1_98_11"
"528",2022-02-19,0,0,0,0,19401.6538461538,"predictedExposure","1_98_11"
"529",2022-02-26,12356.1066666667,56171.2,0,7413.3333333333,19325,"predictedExposure","1_98_11"
"530",2022-03-05,0,0,0,7360,18078,"predictedExposure","1_98_11"
"531",2022-03-12,53120.2533333333,90604.2666666667,0,7080,8711,"predictedExposure","1_98_11"
"532",2022-03-19,0,0,0,5960,12979,"predictedExposure","1_98_11"
"533",2022-03-26,19743.84,81915.2,0,6333.3333333333,23910,"predictedExposure","1_98_11"
"534",2022-04-02,0,0,0,5520,10567,"predictedExposure","1_98_11"
"535",2022-04-09,0,11257.6,0,5973.3333333333,41329,"predictedExposure","1_98_11"
"536",2022-04-16,0,0,2113.2604783846,4973.3333333333,21616,"predictedExposure","1_98_11"
"537",2022-04-23,0,158353.6,0,3693.3333333333,2529,"predictedExposure","1_98_11"
"538",2022-04-30,0,0,12800.5972991227,3173.3333333333,6836,"predictedExposure","1_98_11"
"539",2022-05-07,0,59674.1333333333,0,4720,330,"predictedExposure","1_98_11"
"540",2022-05-14,0,0,13040.4474426468,0,19401.6538461538,"predictedExposure","1_98_11"
"541",2022-05-21,947.1066666667,26288.5333333333,0,0,19401.6538461538,"predictedExposure","1_98_11"
"542",2022-05-28,0,0,1009.042583588,4640,28568,"predictedExposure","1_98_11"
"543",2022-06-04,0,0,0,4720,26708,"predictedExposure","1_98_11"
"544",2022-06-11,8314.68,0,0,4533.3333333333,7675,"predictedExposure","1_98_11"
"545",2022-06-18,0,17462.9333333333,0,5413.3333333333,23355,"predictedExposure","1_98_11"
"546",2022-06-25,0,0,3756.9427385451,5160,16989,"predictedExposure","1_98_11"
"547",2022-07-02,14621.9466666667,168101.333333333,0,3933.3333333333,14653,"predictedExposure","1_98_11"
"548",2022-07-09,0,0,8079.8021338158,5186.6666666667,15143,"predictedExposure","1_98_11"
"549",2022-07-16,8855.7866666667,59517.8666666667,0,5146.6666666667,9013,"predictedExposure","1_98_11"
"550",2022-07-23,9728.8933333333,0,0,6920,22477,"predictedExposure","1_98_11"
"551",2022-07-30,0,0,0,7746.6666666667,8906,"predictedExposure","1_98_11"
"552",2022-08-06,13041.4933333333,92574.4,0,8773.3333333333,59318,"predictedExposure","1_98_11"
"553",2022-08-13,0,0,4450.7503877559,0,19401.6538461538,"predictedExposure","1_98_11"
"554",2022-08-20,61563.12,106432,0,0,19401.6538461538,"predictedExposure","1_98_11"
"555",2022-08-27,0,0,4508.4731882541,8586.6666666667,48020,"predictedExposure","1_98_11"
"556",2022-09-03,11661.4133333333,68213.3333333333,0,9733.3333333333,70855,"predictedExposure","1_98_11"
"557",2022-09-10,0,0,0,10506.6666666667,46225,"predictedExposure","1_98_11"
"558",2022-09-17,0,46120.5333333333,3402.8944415794,9360,74995,"predictedExposure","1_98_11"
"559",2022-09-24,887.9333333333,29320,0,10893.3333333333,1047,"predictedExposure","1_98_11"
"560",2022-10-01,156703.44,26227.2,916.8448688433,12346.6666666667,34469,"predictedExposure","1_98_11"
"561",2022-10-08,0,0,2015.8461647736,11493.3333333333,22232,"predictedExposure","1_98_11"
"562",2022-10-15,44489.52,63107.2,2442.5866328973,12760,49409,"predictedExposure","1_98_11"
"563",2022-10-22,0,0,0,13493.3333333333,49575,"predictedExposure","1_98_11"
"564",2022-10-29,25289.9733333333,0,7931.8094920669,13800,42276,"predictedExposure","1_98_11"
"565",2022-11-05,0,145392,0,14053.3333333333,25332,"predictedExposure","1_98_11"
"566",2022-11-12,57350.92,0,8728.4748624013,0,19401.6538461538,"predictedExposure","1_98_11"
"567",2022-11-19,0,47053.3333333333,0,0,19401.6538461538,"predictedExposure","1_98_11"
"568",2022-11-26,53525.2,0,7003.5951068445,16000,301,"predictedExposure","1_98_11"
"569",2022-12-03,0,53558.9333333333,0,13986.6666666667,34832,"predictedExposure","1_98_11"
"570",2022-12-10,0,0,0,15773.3333333333,68792,"predictedExposure","1_98_11"
"571",2022-12-17,0,15363.7333333333,0,15546.6666666667,37199,"predictedExposure","1_98_11"
"572",2022-12-24,158046.573333333,0,9068.007406,17146.6666666667,80865,"predictedExposure","1_98_11"
"573",2022-12-31,51379.9066666667,0,0,14493.3333333333,54011,"predictedExposure","1_98_11"
"574",2019-11-23,22358.3466666667,0,7607.1329148046,0,19401.6538461538,"adstockedMedia","1_98_11"
"575",2019-11-30,46394.4409375322,0,2672.60079068894,4133.3333333333,21538.7434592089,"adstockedMedia","1_98_11"
"576",2019-12-07,36896.2424419277,132278.4,4794.13539996109,4800.29079776269,22035.006511554,"adstockedMedia","1_98_11"
"577",2019-12-14,112792.889071452,46473.1422557852,3765.12945409773,5430.5165403229,10463.6029196778,"adstockedMedia","1_98_11"
"578",2019-12-21,89701.1300666215,293663.328960181,1447.17277938815,4945.0678356528,19117.1592552308,"adstockedMedia","1_98_11"
"579",2019-12-28,104562.186158527,103172.231158481,5628.19406647844,4986.0204514279,20465.7984656375,"adstockedMedia","1_98_11"
"580",2020-01-04,83842.528273909,263000.922128744,4755.47383218998,4929.39666207932,35934.8446347433,"adstockedMedia","1_98_11"
"581",2020-01-11,69629.9188130928,92399.660621022,5086.67574931212,5475.51071709275,31579.8579024512,"adstockedMedia","1_98_11"
"582",2020-01-18,55374.7887424434,32462.6134911447,4646.51371242944,4396.10183162039,30662.2275791403,"adstockedMedia","1_98_11"
"583",2020-01-25,44038.0698489864,11405.0340400892,3937.62607022567,4131.39661541856,25759.082929865,"adstockedMedia","1_98_11"
"584",2020-02-01,51534.1109961732,46484.2442830964,792.298606682689,3759.8158532433,18753.8075704006,"adstockedMedia","1_98_11"
"585",2020-02-08,40983.6828490762,16331.2294162993,3723.80238420246,3615.3591584925,17398.4275915797,"adstockedMedia","1_98_11"
"586",2020-02-15,98869.6530661648,5737.62267970842,2197.87240165049,886.600472329095,25452.6908820957,"adstockedMedia","1_98_11"
"587",2020-02-22,78628.3575351244,2015.78908577749,442.238854182063,217.422491950133,28253.9006587612,"adstockedMedia","1_98_11"
"588",2020-02-29,104087.29669929,708.203704769611,2504.58027947828,2346.65220861161,10409.4856634934,"adstockedMedia","1_98_11"
"589",2020-03-07,82777.8082144113,248.811986823489,503.952236795775,3402.14004713568,11844.3376968037,"adstockedMedia","1_98_11"
"590",2020-03-14,85603.3891174304,44081.5480197718,101.401364153665,3207.64573231995,9430.36801140857,"adstockedMedia","1_98_11"
"591",2020-03-21,68078.0570883497,15487.0942797772,20.4031967743621,3079.94957162844,10707.8082354989,"adstockedMedia","1_98_11"
"592",2020-03-28,54140.6351396536,71529.5874706138,6475.15377835292,3288.63443213041,13749.091954041,"adstockedMedia","1_98_11"
"593",2020-04-04,43056.580911542,25130.366666209,1323.7175811779,2713.143897012,14241.8266441927,"adstockedMedia","1_98_11"
"594",2020-04-11,34241.7327578477,75242.8750687851,266.348194700094,2532.01540662167,7917.19591554246,"adstockedMedia","1_98_11"
